City,Long,Lat,Longg,,,,,,,,,,,,Point x
Smithville 5.7 W,-97.2512,30,97.2512,0.28,3.55,8.2,5.01,0.02,0,0,0,,,,17.06
Smithville 6.6 SE,-97.0694,29.95,97.0694,0,3.99,9.17,8.4,0.16,0,,0,,,,21.72
SNYDER                        ,-100.91,32.71,-100.91,,,0,0,,,,,,,,0
SNYDER                   3 E  ,-100.86,32.72,-100.86,,,0,0,,,,,,,,0
Snyder 10.6 W,-101.0939,32.74,101.0939,,,,,0.08,,,,,,,0.08
Socorro 2.0 WNW,-106.3002,31.65,106.3002,,0,0,0,0,0,0,0,,,,0
Socorro 2.3 SSW,-106.2875,31.61,106.2875,0,0,0,0,0,0,0,0,,,,0
SOMERVILLE               2 S  ,-96.53,30.32,-96.53,,,5.92,5.76,2.29,0,,,,,,13.97
Sonora                  24 E  ,-100.24,30.56,-100.24,,,,0.49,,,,,,,,0.49
Sonora 20 SSE,-100.5,30.31,-100.5,Aug 25-28 12z,,,,,,,,,,,0.17
South 11th Street Detention Pond,-94.1392,30.05,-94.1392,0.98,0.94,7.25,3.94,20.43,4.92,0,,,,,38.46
South China Road at Ditch 800,-94.3461,29.96,-94.3461,0.35,2.09,9.53,7.44,15.27,3.31,0,,,,,37.99
South China Road Ditch 608,-94.3344,30.03,-94.3344,0.43,2.84,10.59,8.62,19.09,5.87,0,,,,,47.44
South Houston 1 NW,-95.24,29.67,-95.24,Aug 25-31 12z,,,,,,,,,,,44.88
South Houston 3.0 S,-95.2341,29.62,95.2341,,2.15,19.14,8.9,10.8,1.25,0,0,,,,42.24
South Houston 4 NNE,-95.2,29.7,-95.2,Aug 25-31 12z,,,,,,,,,,,42.1
South Houston 4.0 SSW,-95.2561,29.61,95.2561,0.27,3.43,20.84,6.05,13.01,1.31,0,0,,,,44.91
South Mayde @ Greenhouse Road,-95.7039,29.8,-95.7039,1,8.68,16.08,4.84,1.44,0,0,,,,,32.04
South Mayde @ Morton Road,-95.7405,29.82,-95.7405,0.84,9.2,17.4,4.4,1.32,0,0,,,,,33.16
South Mayde Creek @ Peek Road,-95.7736,29.85,-95.7736,0.8,8.72,17.96,4.2,1.16,0,0,,,,,32.84
SOUTH PADRE ISLAND            ,-97.17,26.67,-97.17,,1.8,0.6,0,0,,,,,,,2.4
South Pine Island Road @ Ditch 607,-94.2561,30.03,-94.2561,0.4,2.91,8.42,7.25,21.3,4.21,0,,,,,44.49
South Plains 2.0 ENE,-101.276,34.23,101.276,0,0.01,0.19,0,0.03,0,0,0,,,,0.23
Southlake 1.7 NE,-97.1293,32.97,97.1293,,,0.07,0.95,0,0,0,0,,,,1.02
Southlake 3.2 NNW,-97.1614,33,97.1614,0.08,0.07,0,0,0,0,0,0,,,,0.15
Southmayd 2.6 W,-96.7658,33.62,96.7658,0.22,,,,,,,,,,,0.22
SPEAKS                        ,-96.69,29.28,-96.69,,4,,,,,,,,,,4
SPEAKS                   4 N  ,-96.71,29.32,-96.71,,,0,,,,,,,,,0
SPICEWOOD                1 S  ,-98.16,30.48,-98.16,0.15,0.64,0.75,0.39,0,,,,,,,1.93
SPICEWOOD                4 S  ,-98.16,30.42,-98.16,0.32,0.37,2.07,0.71,0,,,,,,,3.47
SPICEWOOD                5 SE ,-98.1,30.37,-98.1,0.03,0.55,2.31,0.86,0.01,,,,,,,3.76
SPICEWOOD                5 WNW,-98.24,30.49,-98.24,0.01,0.36,1.33,0.46,0,,,,,,,2.16
Spicewood 1 NE,-98.15,30.49,-98.15,Aug 25-28 12z,,,,,,,,,,,2.38
Spicewood 2.2 NW,-98.1845,30.5,98.1845,0.05,0.23,1.27,0.56,0,,,,,,,2.11
Spicewood 2.5 ENE,-98.1147,30.48,98.1147,0.23,0.71,1.27,0.42,0,0,0,0,,,,2.63
Spicewood 2.6 ESE,-98.1176,30.46,98.1176,0.09,0.55,1.67,0.45,,,,,,,,2.76
Spicewood 2.9 ENE,-98.1104,30.49,98.1104,,0.86,1.2,,,,,,,,,2.06
Spicewood 4 W,-98.22,30.48,-98.22,Aug 25-28 12z,,,,,,,,,,,2.12
Spindeltop Bayou at Dam Ditch 8100,-94.3153,29.72,-94.3153,2.25,3.3,7.4,5.6,16.61,1.22,0,,,,,36.38
Spindletop Bayou @ State Highway 124 (bridge),-94.3764,29.75,-94.3764,2.44,2.44,9.77,8.26,16.11,0.94,0,,,,,39.96
Spring 7.1 WSW,-95.4846,30.01,95.4846,0.01,1.08,13.48,10.83,4.93,0.79,0,0,,,,31.12
SPRING BRANCH            6 SW ,-98.51,29.86,-98.51,0.05,0.36,1.35,0.31,0,,,,,,,2.07
Spring Branch @ Bingle Road,-95.5003,29.8,-95.5003,0.92,6.04,16.56,6.36,1.8,0,0,,,,,31.68
Spring Branch 0.8 SSE,-98.404,29.83,98.404,0.21,0.53,2.43,0.45,0,0,0,0,,,,3.62
Spring Branch 2 NNW,-98.42,29.87,-98.42,Aug 25-28 12z,,,,,,,,,,,2.31
Spring Branch 2.2 W,-98.447,29.85,98.447,0.2,0.7,1.82,0.4,,,,,,,,3.12
Spring Branch 2.4 SW,-98.4544,29.86,98.4544,0.19,0.76,2,0.45,,,,,,,,3.4
Spring Branch 3 NW,-98.43,29.86,-98.43,Aug 25-28 12z,,,,,,,,,,,2.47
Spring Branch 4.3 ESE,-98.3457,29.81,98.3457,0.32,0.6,2.17,0.49,0,0,0,0,,,,3.58
Spring Branch 5.1 SSE,-98.4011,29.82,98.4011,0.23,,3.56,0.65,0,,,,,,,4.44
Spring Branch 5.6 SSE,-98.3987,29.84,98.3987,0.27,0.39,1.51,0.36,0,0,0,0,,,,2.53
Spring Branch 7.5 NE,-98.3224,29.95,98.3224,0.28,0.74,3.24,0.67,0.01,0,0,0,,,,4.94
Spring Creek @ FM 2978,-95.5966,30.13,-95.5966,0.32,5.88,16.08,3.04,1.56,0,0,,,,,26.88
Spring Creek @ Hegar Road,-95.8419,30.09,-95.8419,0.4,11.44,13.16,2.24,0.6,0,0,,,,,27.84
Spring Creek @ I-45,-95.4368,30.11,-95.4368,0.2,6.52,16.88,4,1.92,0,0,,,,,29.52
Spring Creek @ Kuykendahl Road,-95.5414,30.17,-95.5414,0.24,7.52,13.92,3.4,1.88,0,0,,,,,26.96
Spring Creek @ SH 249,-95.6459,30.12,-95.6459,0.32,5.84,15.32,3,1.08,0,0,,,,,25.56
Spring Valley 2.7 NW,-95.5389,29.81,95.5389,0,1.72,9.44,9.65,7.6,0.31,0.01,0,,,,28.73
Springtown 6.0 NW,-97.7604,33.03,97.7604,1.78,0,0.09,0.11,0,0,0,0,,,,1.98
SPUR                     1 W  ,-100.88,33.48,-100.88,,,0,0,,,,,,,,0
SPUR                     3 NW ,-100.88,33.48,-100.88,,,0,0,,,,,,,,0
Spurger 6.2 S,-94.1673,30.6,94.1673,0.46,0.02,4.22,6.24,3.48,11.5,3.26,0,,,,29.18
St. Hedwig 4.9 S,-98.2052,29.35,98.2052,0.1,1,2.13,0.66,0,0,0,0,,,,3.89
St. Hedwig/Cibolo Creek,-98.19,29.5,-98.19,Aug 25-28 12z,,,,,,,,,,,4.36
Stamford 0.2 ESE,-99.7996,32.94,99.7996,,0.2,,,,,,,,,,0.2
Stamford 2.4 E,-99.7708,32.94,99.7708,0,0.03,0,0,0,0,0,0,,,,0.03
Star Lake @ GIWW,-94.1581,29.69,-94.1581,2.67,3.59,4.64,4.84,21.11,0.39,0,,,,,37.24
State Highway 124 @ Hillebrandt Bayou,-94.1489,30.04,-94.1489,1.3,1.82,8.93,7.09,25.04,4.88,0,,,,,49.06
State Highway 124 @ North Fork Taylors Bayou,-94.2692,29.9,-94.2692,0.55,3.54,8.23,6.89,22.25,3.46,0.04,,,,,44.96
State Highway 365 @ Green Pond Gully,-94.3261,29.95,-94.3261,0.47,2.05,9.65,7.99,20.39,4.45,0,,,,,45
STEPHENVILLE             2 E  ,-98.18,32.22,-98.18,,,0.29,0.22,0.21,,,,,,,0.72
Stephenville 0.8 NW,-98.224,32.23,98.224,0,0.15,0.28,0.37,,,,0.01,,,,0.81
Stephenville 2.3 ESE,-98.1799,32.2,98.1799,0.04,0,0.4,0.38,0.22,0,,0,,,,1.04
Stephenville 2.6 NNW,-98.2359,32.25,98.2359,0,0.37,0.27,0.29,0.05,0,0,0,,,,0.98
Sterling City 0.7 NE,-100.978,31.85,100.978,0,0.41,0,0,0,0,0,0,,,,0.41
STOCKDALE                4 N  ,-97.97,29.29,-97.97,,1.78,4.75,1.77,,,,,,,,8.3
Stockdale 6.4 N,-97.975,29.33,97.975,,1.78,4.75,1.77,,,,,,,,8.3
STONEWALL                2 N  ,-98.63,30.26,-98.63,0,0.44,1.02,0.35,0,,,,,,,1.81
STONEWALL                7 NNE,-98.61,30.33,-98.61,0,0.21,1.05,0.25,0,,,,,,,1.51
Stonewall 2.3 ENE,-98.6258,30.24,98.6258,0,2,0,0,0.1,0,0,0,,,,2.1
Stratford 0.5 ESE,-102.0668,36.33,102.0668,0.02,0,0,0.53,0,0,0,0,,,,0.55
Study Butte - Terlingua 12.6 NNE,-103.4664,29.49,103.4664,0.25,,,,,,,,,,,0.25
Stupka's Camp @ GIWW,-94.0522,29.77,-94.0522,0.71,1.77,2.49,5.07,10.24,0,0,,,,,20.28
SUBLIME                  2 WSW,-96.81,29.47,-96.81,,,0,,,,,,,,,0
Sugar Land .5 SE,-95.6335,29.61,95.6335,0.36,8.22,10.18,9.63,7.71,0.26,0,0,,,,36.36
Sugar Land 1 ESE,-95.6,29.61,-95.6,Aug 25-31 12z,,,,,,,,,,,34.36
Sugar Land 1.0 W,-95.6332,29.62,95.6332,,7.61,10.36,8.8,7.4,0.34,0,0,,,,34.51
Sugar Land 1.5 NNW,-95.6269,29.64,95.6269,,6.2,10.82,,,,,,,,,17.02
Sugar Land 2.6 SSW,-95.6294,29.58,95.6294,,,8.31,9.19,7.84,,,0,,,,25.34
SUGARLAND                1 ENE,-95.62,29.63,-95.62,,,,,,0.33,,,,,,0.33
SUGARLAND                1 NW ,-95.65,29.64,-95.65,,,,9.84,,,,,,,,9.84
SUGARLAND                3 ESE,-95.58,29.61,-95.58,,5.2,,,,,,,,,,5.2
SUGARLAND                3 SSW,-95.64,29.58,-95.64,,,,7.92,,,,,,,,7.92
Sulphur Springs 4.3 E,-95.5362,33.13,95.5362,0,0.01,0,0,0,0,0.05,0,,,,0.06
Sumner 0.9 WSW,-95.6871,33.73,95.6871,0,0,0,0,0.34,0,0,0,,,,0.34
Sunrise Beach Village 0.5 S,-98.4201,30.58,98.4201,,,,0.23,,,,,,,,0.23
Sunrise Beach Village 2 WSW,-98.44,30.59,-98.44,Aug 25-28 12z,,,,,,,,,,,0.99
Sunrise Beach Village 3 WSW,-98.46,30.59,-98.46,Aug 25-28 12z,,,,,,,,,,,1.21
Sunrise Beach Village 4 SSW,-98.42,30.55,-98.42,Aug 25-28 12z,,,,,,,,,,,1.51
Sunrise Beach Village 7 WSW,-98.51,30.58,-98.51,Aug 25-28 12z,,,,,,,,,,,1.2
Sunrise Beach Village 9 SW,-98.52,30.49,-98.52,Aug 25-28 12z,,,,,,,,,,,1.92
Sunset Valley 0.7 SE,-97.8087,30.22,97.8087,,1.06,7.3,1.61,0.02,0,0,0,,,,9.99
Sunset Valley 1 NE,-97.8,30.24,-97.8,Aug 25-28 12z,,,,,,,,,,,7.72
Sunset Valley 1 W,-97.83,30.23,-97.83,Aug 25-28 12z,,,,,,,,,,,7.22
Sunset Valley 4.4 ESE,-97.753,30.19,97.753,,,0,,,,,,,,,0
Sutherland/Cibolo Creek,-98.05,29.28,-98.05,Aug 25-28 12z,,,,,,,,,,,5.4
TAHOKA                        ,-101.78,33.21,-101.78,,,0,0,,,,,,,,0
TAHOKA                        ,-101.8,33.17,-101.8,,,,0,,,,,,,,0
TALCO                    3 NE ,-95.06,33.39,-95.06,,,0,0,0,0,0,,,,,0
Tanglewood Forest 0.5 SSW,-97.8414,30.17,97.8414,,5.02,4.06,0.42,,,,,,,,9.5
Tanglewood Forest 0.6 NE,-97.8315,30.18,97.8315,,1.4,4.72,1.25,0,0,0,0,,,,7.37
Tanglewood Forest 1 NNW,-97.84,30.2,-97.84,Aug 25-28 12z,,,,,,,,,,,7.04
Tanglewood Forest 1 WNW,-97.85,30.19,-97.85,Aug 25-28 12z,,,,,,,,,,,7.05
Tanglewood Forest 1.7 SSW,-97.8491,30.15,97.8491,,0.51,8.02,1.1,0.02,,,,,,,9.65
Tanglewood Forest 2 W,-97.86,30.18,-97.86,Aug 25-28 12z,,,,,,,,,,,9.64
Tanglewood Forest 2.2 SW,-97.8683,30.16,97.8683,,4.15,4.4,0.94,,,,,,,,9.49
Tanglewood Forest 2.9 E,-97.79,30.18,97.79,0.05,1.13,7.31,1.9,0.01,0,0,0,,,,10.4
Tanglewood Forest 3.1 NW,-97.8708,30.21,97.8708,,,7.01,1.24,0.02,0,0,0,,,,8.27
Tanglewood Forest 3.5 NW,-97.8771,30.21,97.8771,0,2.07,4.62,1.21,0.02,0,0,0,,,,7.92
Tanglewood Forest 3.5 NW,-97.8762,30.21,97.8762,,1,6.8,,,,,,,,,7.8
Tanglewood Forest 4 WNW,-97.88,30.19,-97.88,Aug 25-28 12z,,,,,,,,,,,6.36
TARPLEY                       ,-99.29,29.67,-99.29,0,0.02,0.03,,,,,,,,,0.05
Tarpley/Hondo Creek,-99.25,29.57,-99.25,Aug 25-28 12z,,,,,,,,,,,0.1
Taylor,-97.41,30.57,-97.41,Aug 25-28 12z,,,,,,,,,,,3.95
TAYLOR                   1 NW ,-97.42,30.58,-97.42,0.17,0.67,3.27,1.94,0.03,0,,,,,,6.08
Taylor 0.9 NNW,-97.4156,30.58,97.4156,0.17,0.67,3.27,1.94,0.03,0,0,0,,,,6.08
Taylor 1.0 NNW,-97.4163,30.59,97.4163,0.13,0,3.52,2.1,0,0,0,0,,,,5.75
Taylor 1.1 NNW,-97.4202,30.59,97.4202,0.12,0.5,3.86,2.5,0.06,0,0,0,,,,7.04
Taylor 2.4 S,-97.4078,30.54,97.4078,0.01,1.16,4.57,2.23,0,0,0,0,,,,7.97
Taylor 3 SSW,-97.42,30.54,-97.42,Aug 25-28 12z,,,,,,,,,,,2.93
Taylor 8.5 SE,-97.2969,30.5,97.2969,,1.2,5.4,2.73,,,,,,,,9.33
Taylor Lake @ Nasa Road 1,-95.0538,29.57,-95.0538,2.04,4.88,18.44,11.44,4.16,0,0,,,,,40.96
Taylor Lake Village 4.1 WNW,-95.1161,29.6,95.1161,,2.55,12.8,10.33,13.82,1.41,,,,,,40.91
Taylor's Bayou @ Shoreacres Boulevard,-95.0217,29.62,-95.0217,1.48,6.08,18.84,10.64,4.76,0,0,,,,,41.8
Taylors Bayou @ State Highway 73 ( bridge ),-94.0503,29.88,-94.0503,0.63,2.2,6.65,6.54,25.47,2.6,0,,,,,44.09
Taylors Bayou Saltwater Barrier 11 Gate,-94.014,29.86,-94.014,0.79,2.24,5.48,6.02,17.09,0.47,0,,,,,32.09
Taylors Bayou Saltwater Barrier 8 Gate,-93.9983,29.86,-93.9983,0.63,2.21,4.68,4.84,21.38,2.6,0,,,,,36.34
TELEGRAPH                7 E  ,-99.8,30.34,-99.8,,,,0.68,,,,,,,,0.68
TEMPLE                        ,-97.41,31.15,-97.41,0.09,0.01,0,0.27,0,0,,,,,,0.37
TEMPLE                   3 S  ,-97.35,31.06,-97.35,0,0.05,1.46,0.68,0,0,,,,,,2.19
Temple 1.4 NW,-97.3799,31.11,97.3799,,0.08,1.17,0.46,,,,,,,,1.71
Temple 2.3 WSW,-97.397,31.08,97.397,0.55,0.05,1.38,0.6,0.01,0,0,0,,,,2.59
Temple 4.7 S,-97.3496,31.03,97.3496,0,0.1,0.7,0.3,,,,,,,,1.1
Temple 5.9 NNE,-97.3294,31.18,97.3294,0,0.03,1.29,0.41,0,0,0,0,,,,1.73
Temple 6.2 NNE,-97.3422,31.19,97.3422,0.01,0.01,1.16,0.52,0.02,0,0,0,,,,1.72
Temple 8.1 SE,-97.2539,31.03,97.2539,0.03,1.04,1.74,0.15,0,0,0,0,,,,2.96
Temple 8.5 SE,-97.2493,31.02,97.2493,0,0.15,1.92,0.92,0,0,0,0,,,,2.99
Temple 8.9 SE,-97.2556,31.01,97.2556,0.16,0.18,1.94,0.95,,,,,,,,3.23
Terlingua 0.6 E,-103.6063,29.32,103.6063,0,0,0,0,0,0,0,0,,,,0
Terlingua 11.1 NE,-103.4814,29.43,103.4814,0.1,0,0,0,0,0,0,0,,,,0.1
Terlingua 3.4 NNW,-103.63,29.37,103.63,0.13,0,0,0,0,0,0,0,,,,0.13
Terlingua 9.3 WSW,-103.7575,29.27,103.7575,0.15,0,,0,0,0,0,0,,,,0.15
TERREL                        ,-96.27,32.71,-96.27,,,,,,0,0,,,,,0
Terrell 1.3 NNE,-96.2833,32.75,96.2833,,,,0.05,,,,,,,,0.05
Terrell 1.8 NW,-96.3169,32.75,96.3169,0,0,0,0.27,0,0,0,0,,,,0.27
Terrell 6.1 NNE,-96.2556,32.82,96.2556,,,0.01,0.2,,,,,,,,0.21
Terrell 8.2 SSW,-96.3586,32.63,96.3586,0,0,0.07,0.45,0,0,0,0,,,,0.52
Terrell Hills 1.0 NE,-98.4336,29.49,98.4336,0,0.24,1.39,0.28,0,0,0,0,,,,1.91
TEXARKANA                     ,-94.05,33.37,-94.05,,,0.02,0,0,0,0.02,0,,,,0.04
Texas City 1 E,-94.95,29.4,-94.95,Aug 25-31 12z,,,,,,,,,,,28.84
Texas City 1.5 E,-94.9341,29.41,94.9341,1.73,2.25,11.94,1.35,12,2.42,0.02,,,,,31.71
Texas City 3.1 E,-94.9079,29.4,94.9079,,,8.66,2,10.5,0,0.01,0,,,,21.17
Texas City 3.8 E,-94.8944,29.41,94.8944,1.11,2.39,9.8,3.1,10.94,2.74,0,0,,,,30.08
Texas City 4 ENE,-94.89,29.42,-94.89,Aug 25-31 12z,,,,,,,,,,,20.97
Texas City 4 W,-95.02,29.4,-95.02,Aug 25-31 12z,,,,,,,,,,,41
Texas City 4.4 W,-95.0314,29.41,95.0314,0.83,4.01,12,2.58,10.34,2.85,0,,,,,32.61
Texline 0.3 WNW,-103.0243,36.38,103.0243,0,0,0,0,0,0,0,0,,,,0
The Woodlands 1.4 WNW,-95.5103,30.17,95.5103,,2.62,9.24,10.26,3.44,0.1,,,,,,25.66
The Woodlands 1.8 SE,-95.4658,30.14,95.4658,0,,,11,3.87,0.68,0,0,,,,15.55
The Woodlands 2.3 ESE,-95.4528,30.15,95.4528,,,,,,0.65,,,,,,0.65
The Woodlands 2.8 N,-95.4959,30.2,95.4959,0,0.77,8.49,8.4,2.89,0.66,0,0,,,,21.21
The Woodlands 3 SSE,-95.47,30.12,-95.47,Aug 25-31 12z,,,,,,,,,,,28.5
The Woodlands 5.8 NW,-95.5621,30.21,95.5621,7.55,1.5,9.32,2.9,2.55,1,,,,,,24.82
Thicket 4 SE,-94.58,30.35,-94.58,Aug 24-Sep 1 12z,,,,,,,,,,,29.88
THOMASTON                     ,-97.15,29,-97.15,,0,,,,,,,,,,0
THORNDALE                3 SSE,-97.19,30.58,-97.19,0,0.7,4.12,3.3,0.12,0,,,,,,8.24
Thorndale 4.7 E,-97.1273,30.61,97.1273,0,0.84,4.9,2.8,0.11,0,0,0,,,,8.65
Thorndale 8.8 N,-97.2138,30.74,97.2138,0,0.7,5.13,3.44,0,0,0,0,,,,9.27
Thrall 10.5 SSE,-97.235,30.45,97.235,,1.51,6.03,2.75,0.15,0,0,,,,,10.44
Thrall 10.8 SSE,-97.206,30.45,97.206,,1.26,5.82,2.65,0.12,,,,,,,9.85
THREE RIVERS 4 W/Choke Canyon Dam,-98.27,28.47,-98.27,0.18,2.16,0.81,0.04,0,,,,,,,3.19
Three Rivers 8.6 NNE,-98.118,28.58,98.118,0,2.03,1.73,0.31,0,0,0,,,,,4.07
Threemile Creek @ FM 362,-95.9336,30.19,-95.9336,0.32,12.4,13.6,1.28,0.24,0,0,,,,,27.84
Threemile Creek @ Joseph Road,-95.8632,30.15,-95.8632,0.32,11.96,12.16,1.68,0.48,0,0,,,,,26.6
Tilden 16.0 NNW,-98.7958,28.54,98.7958,,0.23,0.55,0,0,0,0,0,,,,0.78
Timberwood Park 1.6 S,-98.4798,29.68,98.4798,0.06,,1.48,0.18,,,,,,,,1.72
Timberwood Park 2 WSW,-98.51,29.7,-98.51,Aug 25-28 12z,,,,,,,,,,,2.68
Timberwood Park 2.3 ENE,-98.4406,29.71,98.4406,,3.28,,,,,,,,,,3.28
Timberwood Park 2.5 NW,-98.5126,29.73,98.5126,,0.5,1.8,,,,,,,,,2.3
Timberwood Park 3.0 SW,-98.5087,29.67,98.5087,0.02,0.32,1.32,0.15,0,0,0,0,,,,1.81
Timberwood Park 7.7 ENE,-98.3616,29.75,98.3616,0.11,0.43,4.39,0.77,0,0,0,0,,,,5.7
Tom Miller Dam,-97.79,30.29,-97.79,Aug 25-28 12z,,,,,,,,,,,7.97
TOMBALL                       ,-95.62,30.06,-95.62,,,,8.92,,,,,,,,8.92
Tomball 2.7 ENE,-95.5748,30.11,95.5748,0,3.25,9.72,9.43,4.15,0.64,0,0,,,,27.19
Tomball 4.3 S,-95.6226,30.03,95.6226,,2.15,,,,,,,,,,2.15
Tomball 6.2 W,-95.7178,30.08,95.7178,,2.6,,,,,,,,,,2.6
Tomball 7.2 SSE,-95.5745,30,95.5745,,4,10.3,9.18,4.93,0.53,0,0,,,,28.94
TOW                           ,-98.44,30.85,-98.44,0,0,0.1,0.31,0,,,,,,,0.41
TOW                      5 SSW,-98.5,30.82,-98.5,0.01,0,0.11,0.17,0,,,,,,,0.29
TOW                      5 W  ,-98.55,30.88,-98.55,0,0.24,0.12,0.17,0,,,,,,,0.53
TOW                      9 NNE,-98.4,31.01,-98.4,0,0,0.21,0.24,0,,,,,,,0.45
TOW                     10 NNW,-98.55,30.96,-98.55,0,0,0.15,0.2,0,,,,,,,0.35
TOW                     11 ENE,-98.29,30.92,-98.29,0,0.07,0.63,0.48,0,,,,,,,1.18
TOW                     11 N  ,-98.47,31.04,-98.47,0.06,0,0.12,0.15,0,,,,,,,0.33
Tow 10 E,-98.32,30.89,-98.32,Aug 25-28 12z,,,,,,,,,,,1.18
TOWN BLUFF               2 NE ,-94.18,30.8,-94.18,0,0,4.04,5.55,4.05,7.91,,,,,,21.55
Tram Road @ Ditch 1002,-94.1997,30.17,-94.1997,0,0.27,4.45,10.08,6.18,12.68,,,,,,33.66
Tram Road @ Walker Ditch 1000,-94.2092,30.16,-94.2092,0.12,0.31,4.76,10.75,6.22,2.68,,,,,,24.84
TRINITY                  5 N  ,-95.37,31.01,-95.37,,,,,0.77,,,,,,,0.77
TRINITY                 10 E  ,-95.2,30.95,-95.2,,,,7.72,,,,,,,,7.72
Trinity 2.9 E,-95.3237,30.94,95.3237,0,0,4.75,8.4,0.91,0.87,0.25,0,,,,15.18
Trinity 5.1 NW,-95.4235,31,95.4235,0,0,4.41,7.77,0.79,0.66,0.04,0,,,,13.67
Troy 3.1 SE,-97.2695,31.16,97.2695,0,0.11,1.21,0.43,0,0,0,0,,,,1.75
Troy 4.3 ESE,-97.2416,31.17,97.2416,,0.23,1.2,0.42,0,,0,,,,,1.85
TRUSCOTT                      ,-99.79,33.82,-99.79,,,0,0,,,,,,,,0
TRUSCOTT                 3 NE ,-99.84,33.8,-99.84,,,0,0,,,,,,,,0
TRUSCOTT                 3 W  ,-99.86,33.76,-99.86,,,,0,,,,,,,,0
Truscott 2.7 NW,-99.8339,33.78,99.8339,0,,,,,,,,,,,0
Turkey Creek @ FM 1959,-95.1876,29.58,-95.1876,2.2,12.48,13.48,10.4,3.44,0,0,,,,,42
Turner Road @ Ditch 600,-94.3153,30.06,-94.3153,0.39,3.31,9.68,6.34,14.8,5.28,0,,,,,39.8
Turtle Bayou at Hwy 563,-94.6696,29.83,-94.6696,1.34,5.47,11.81,11.81,10.16,1.18,0,,,,,41.77
Tuscola 13.1 WNW,-100.015,32.26,100.015,0,0.06,0.02,0,0,0,0,0,,,,0.08
Tuscola 9.6 WNW,-99.9574,32.24,99.9574,,0.3,0.04,,,,,,,,,0.34
TYLER                         ,-95.4,32.35,-95.4,,,0.08,0,0,0,0,,,,,0.08
TYLER                    3 SE ,-95.3,32.31,-95.3,,,0.13,0.02,0,0,0,,,,,0.15
Tyler 1.7 NE,-95.281,32.34,95.281,,0,0.01,0,0,0,0,0,,,,0.01
Tyler 4.1 SSW,-95.3232,32.27,95.3232,0,0.01,0.13,0.03,0,0,0,0,,,,0.17
Tyler 8.9 ESE,-95.1666,32.27,95.1666,,,,,,,,0,,,,0
Tyrrell Park Detention @ Phelps Road,-94.1604,30.02,-94.1604,0.74,1.78,8.97,6.7,21.89,4.68,0.04,,,,,44.8
Uhland 4.4 SE,-97.7394,29.92,97.7394,0.01,1.7,7.83,2.08,0.02,0,0,0,,,,11.64
Universal City 0.6 NNE,-98.3036,29.56,98.3036,0.04,0.37,,0.24,0.03,0,0,0,,,,0.68
Universal City 0.9 SW,-98.3155,29.54,98.3155,,0.43,2.16,0.34,,,,,,,,2.93
University Park 3.1 WNW,-96.845,32.86,96.845,0,0,0.02,0.55,0.31,,,,,,,0.88
UTEP EHS,-106.5048,31.77,106.5048,,2.24,,,,,,,,,,2.24
Utopia 2.0 W,-99.5597,29.62,99.5597,,,,0,0,0,0,0,,,,0
Utopia 2.7 ENE,-99.4899,29.64,99.4899,,0.1,0.02,,,,,,,,,0.12
UVALDE                        ,-99.74,29.21,-99.74,,0.3,,,,,,,,,,0.3
VALERA                   6 N  ,-99.56,31.83,-99.56,1.02,1.01,0.21,0.02,,,,,,,,2.26
VALLEY VIEW                   ,-97.17,33.44,-97.17,,,0,,,,,,,,,0
Van 1.3 W,-95.6596,32.52,95.6596,0,0,0.06,0,0,0,0.01,0,,,,0.07
Van Alstyne 0.2 E,-96.57,33.42,96.57,0.03,0.07,0.07,0,0,0,0,0,,,,0.17
Van Alstyne 6.2 ENE,-96.4723,33.45,96.4723,,0.09,0.02,,,,,,,,,0.11
Van Horn 1.0 ENE,-104.8203,31.05,104.8203,1.38,,,,,,,,,,,1.38
Van Horn 48.6 NNE,-104.5902,31.71,104.5902,0.11,0.45,0,0,0,0,0,0,,,,0.56
Van Horn 6.0 ENE,-104.7369,31.06,104.7369,0.4,0.8,0,0,0,0,0,0,,,,1.2
Vanderpool 3 NE,-99.53,29.78,-99.53,Aug 25-28 12z,,,,,,,,,,,0.39
Vanderpool 5 NE,-99.56,29.75,-99.56,Aug 25-28 12z,,,,,,,,,,,0.32
Victoria,-96.98,28.82,-96.98,Aug 24 00z-Aug 30 2345z,,,,,,,,,,,14.29
VICTORIA                      ,-96.92,28.85,-96.92,1.06,,,,,,,,,,,1.06
VICTORIA                 5 N  ,-97.02,28.86,-97.02,,,,,0.8,0,,,,,,0.8
Victoria 0.4 SE,-96.9774,28.82,96.9774,2.13,,,,,,,,,,,2.13
Victoria 0.9 S,-96.9841,28.81,96.9841,,,,,,,,0,,,,0
Victoria 1.1 S,-96.9818,28.81,96.9818,1.95,,,,,,,0,,,,1.95
Victoria 1.2 NNE,-96.9733,28.84,96.9733,1.15,,,,,0,0,0,,,,1.15
Victoria 1.3 E,-96.961,28.82,96.961,,,,,0,0,0,0,,,,0
Victoria 1.6 W,-97.0088,28.82,97.0088,0,,,,,,,,,,,0
Victoria 2.1 NNW,-96.9903,28.85,96.9903,,,,,,,,0,,,,0
Victoria 2.2 NW,-97.0064,28.85,97.0064,1.06,,,,,,,,,,,1.06
Victoria 3.8 NW,-97.0254,28.86,97.0254,0.6,10.42,3.42,1.16,0.61,0,0,0,,,,16.21
